Taxon name,Taxonomy,Count,Proportion(%)
PAC001362_g PAC001392_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001362_g;PAC001392_s,22,0.0379
LLKB_g PAC001694_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001694_s,22,0.0379
PAC000692_g PAC001760_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC001760_s,22,0.0379
PAC000197_g PAC001787_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC001787_s,22,0.0379
PAC000197_g PAC001123_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC001123_s,21,0.0362
Oscillibacter PAC001638_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001638_s,21,0.0362
KE159538_g FJ881185_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;FJ881185_s,20,0.0344
PAC001092_g PAC001668_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001668_s,20,0.0344
Enterorhabdus PAC001730_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;PAC001730_s,20,0.0344
LLKB_g EF100040_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;EF100040_s,19,0.0327
PAC000661_g EF434365_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EF434365_s,19,0.0327
Acetatifactor FJ879577_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;FJ879577_s,19,0.0327
PAC000661_g PAC001329_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001329_s,19,0.0327
Enterococcus faecalis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis,18,0.031
PAC000672_g HM123911_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000672_g;HM123911_s,18,0.031
Clostridium_g21 PAC001085_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC001085_s,18,0.031
PAC001043_g PAC001043_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001043_s,17,0.0293
Sporobacter PAC001096_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;PAC001096_s,17,0.0293
Lachnospira PAC002369_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;PAC002369_s,17,0.0293
KE159797_g KE159797_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159797_g;KE159797_s,16,0.0276
Lactobacillus satsumensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus satsumensis,16,0.0276
Pseudoflavonifractor PAC001547_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001547_s,16,0.0276
Paludicola PAC001784_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Paludicola;PAC001784_s,16,0.0276
Acetatifactor PAC001801_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC001801_s,16,0.0276
Bacteroides xylanisolvens group,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens group,15,0.0258
Caproiciproducens DQ777923_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;DQ777923_s,15,0.0258
Clostridium_g21 KE159781_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;KE159781_s,15,0.0258
PAC000661_g PAC001182_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001182_s,15,0.0258
PAC000661_g PAC001777_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001777_s group,15,0.0258
PAC001516_g PAC002384_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001516_g;PAC002384_s,15,0.0258
PAC001109_g AB626901_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001109_g;AB626901_s,14,0.0241
PAC000186_g EF406572_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000186_g;EF406572_s,14,0.0241
Frisingicoccus PAC000688_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC000688_s,14,0.0241
PAC001377_g PAC001377_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001377_g;PAC001377_s,14,0.0241
PAC001200_g PAC001554_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001200_g;PAC001554_s,14,0.0241
Anaerotignum PAC001740_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;PAC001740_s,14,0.0241
LLKB_g AB626939_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;AB626939_s,13,0.0224
PAC001225_g EU504346_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001225_g;EU504346_s,13,0.0224
Eubacterium_g23 EU509480_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium_g23;EU509480_s,13,0.0224
PAC001219_g EU509975_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001219_g;EU509975_s,13,0.0224
PAC001092_g PAC001092_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001092_s,13,0.0224
Acetatifactor PAC001373_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC001373_s,13,0.0224
Acutalibacter PAC001519_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;PAC001519_s,13,0.0224
Atopostipes PAC001712_s,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes;PAC001712_s,13,0.0224
Pseudoflavonifractor PAC002473_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC002473_s,13,0.0224
PAC000664_g FJ879557_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;FJ879557_s,12,0.0207
PAC000692_g PAC000692_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC000692_s,12,0.0207
Ruminococcus PAC001122_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;PAC001122_s,12,0.0207
Emergencia PAC001235_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;Emergencia;PAC001235_s,12,0.0207
FR888536_g PAC001268_s,Bacteria;Cyanobacteria;Vampirovibrio_c;FR888536_o;FR888536_f;FR888536_g;PAC001268_s,12,0.0207
PAC001112_g PAC001359_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001112_g;PAC001359_s,12,0.0207
PAC001165_g PAC001384_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001165_g;PAC001384_s,12,0.0207
PAC000692_g PAC001666_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC001666_s,12,0.0207
PAC001043_g PAC001703_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001703_s,12,0.0207
PAC001468_g PAC001731_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001468_g;PAC001731_s,12,0.0207
PAC001068_g PAC001736_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001068_g;PAC001736_s,12,0.0207
PAC001270_g PAC001899_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001270_g;PAC001899_s group,12,0.0207
PAC002153_g PAC002153_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002153_g;PAC002153_s,12,0.0207
PAC000661_g AB185622_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AB185622_s,11,0.0189
PAC000661_g AB606378_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AB606378_s,11,0.0189
Kineothrix alysoides,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;Kineothrix alysoides,11,0.0189
Pseudoflavonifractor PAC001088_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001088_s,11,0.0189
Roseburia PAC001271_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;PAC001271_s,11,0.0189
Oscillibacter PAC001684_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001684_s,11,0.0189
Anaerotruncus PAC001925_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;PAC001925_s,11,0.0189
PAC000664_g PAC002004_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC002004_s group,11,0.0189
Streptococcus danieliae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus danieliae,11,0.0189
Acutalibacter AB622826_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;AB622826_s,10,0.0172
Clostridium scindens,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;Clostridium scindens,10,0.0172
Oscillibacter EU771312_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EU771312_s,10,0.0172
PAC001360_g PAC001371_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;PAC001371_s,10,0.0172
LLKB_g PAC001902_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001902_s,10,0.0172
PAC002460_g PAC002460_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002460_g;PAC002460_s,10,0.0172
LLKB_g PAC002469_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC002469_s,10,0.0172
Oscillibacter EU454342_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EU454342_s,9,0.0155
Clostridium_g21 EU455375_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;EU455375_s,9,0.0155
KE159538_g KE159538_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;KE159538_s,9,0.0155
PAC001456_g PAC001456_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001456_g;PAC001456_s,9,0.0155
PAC001103_g PAC001724_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001103_g;PAC001724_s group,9,0.0155
PAC001573_g PAC001808_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001573_g;PAC001808_s,9,0.0155
Oscillibacter PAC002110_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC002110_s,9,0.0155
Coprobacillus PAC002396_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;PAC002396_s,9,0.0155
PAC001360_g PAC002505_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;PAC002505_s,9,0.0155
PAC001108_g PAC001193_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001108_g;PAC001193_s,8,0.0138
Oscillibacter PAC001369_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001369_s,8,0.0138
Paludicola PAC001507_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Paludicola;PAC001507_s,8,0.0138
PAC000661_g PAC001536_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001536_s,8,0.0138
PAC001572_g PAC001572_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001572_g;PAC001572_s,8,0.0138
Pseudoflavonifractor PAC001761_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001761_s,8,0.0138
Acetatifactor PAC001773_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC001773_s,8,0.0138
Pseudoflavonifractor PAC002132_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC002132_s,8,0.0138
PAC000661_g AF371820_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AF371820_s,7,0.0121
Alistipes obesi,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes obesi,7,0.0121
Bacteroides dorei,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei,7,0.0121
Corynebacterium xerosis group,Bacteria;Actinobacteria;Actinobacteria_c;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium xerosis group,7,0.0121
PAC001458_g DQ115991_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001458_g;DQ115991_s,7,0.0121
AB185775_g EU622732_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;AB185775_g;EU622732_s,7,0.0121
Acetatifactor FJ881208_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;FJ881208_s,7,0.0121
Muribaculum PAC001076_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;PAC001076_s,7,0.0121
KE159538_g PAC001094_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC001094_s,7,0.0121
PAC001127_g PAC001127_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001127_g;PAC001127_s,7,0.0121
Oscillibacter PAC001368_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001368_s,7,0.0121
KE159605_g PAC001396_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159605_g;PAC001396_s,7,0.0121
Frisingicoccus PAC001399_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC001399_s,7,0.0121
Oscillibacter PAC001502_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001502_s,7,0.0121
Pseudoflavonifractor PAC002302_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC002302_s,7,0.0121
Sporosarcina ureae group,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina ureae group,7,0.0121
PAC001043_g AB506430_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;AB506430_s,6,0.0103
Kineothrix AB606257_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;AB606257_s,6,0.0103
Bifidobacterium pseudolongum group,Bacteria;Actinobacteria;Actinobacteria_c;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudolongum group,6,0.0103
PAC000661_g DQ394660_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;DQ394660_s,6,0.0103
PAC001762_g EF096150_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001762_g;EF096150_s,6,0.0103
Oscillibacter EF098020_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EF098020_s,6,0.0103
PAC001165_g EF603797_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001165_g;EF603797_s,6,0.0103
Pseudoflavonifractor FJ879979_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;FJ879979_s,6,0.0103
Yaniella JF145020_s,Bacteria;Actinobacteria;Actinobacteria_c;Micrococcales;Yaniellaceae;Yaniella;JF145020_s,6,0.0103
Pseudoflavonifractor LN866274_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;LN866274_s,6,0.0103
Pseudoflavonifractor LT827109_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;LT827109_s,6,0.0103
Clostridium_g24 PAC000183_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;PAC000183_s,6,0.0103
Frisingicoccus PAC000700_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC000700_s,6,0.0103
PAC001109_g PAC001273_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001109_g;PAC001273_s,6,0.0103
PAC001287_g PAC001287_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001287_g;PAC001287_s,6,0.0103
PAC000661_g PAC001312_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001312_s,6,0.0103
PAC001092_g PAC001388_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001388_s,6,0.0103
PAC001400_g PAC001400_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;PAC001400_g;PAC001400_s,6,0.0103
PAC000664_g PAC001488_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001488_s group,6,0.0103
PAC001149_g PAC001511_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001149_g;PAC001511_s,6,0.0103
PAC001092_g PAC001726_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001726_s,6,0.0103
PAC001402_g PAC001764_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001764_s,6,0.0103
Sporosarcina pasteurii,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina pasteurii,6,0.0103
AB606281_g AB606281_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;AB606281_g;AB606281_s,5,0.0086
PAC002400_g EF096814_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC002400_g;EF096814_s,5,0.0086
PAC000692_g HM124219_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;HM124219_s,5,0.0086
PAC001092_g HM124316_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;HM124316_s,5,0.0086
Clostridium_g24 PAC001282_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;PAC001282_s,5,0.0086
PAC001266_g PAC001357_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC001357_s,5,0.0086
PAC001525_g PAC001525_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001525_g;PAC001525_s,5,0.0086
PAC001043_g PAC001557_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001557_s,5,0.0086
Anaerotruncus PAC001590_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;PAC001590_s,5,0.0086
PAC001266_g PAC001674_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC001674_s,5,0.0086
PAC001681_g PAC001755_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001681_g;PAC001755_s,5,0.0086
Sporosarcina PAC001979_s,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;PAC001979_s,5,0.0086
PAC002314_g PAC002314_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC002314_g;PAC002314_s,5,0.0086
PAC002368_g PAC002368_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002368_g;PAC002368_s,5,0.0086
KE159605_g PAC002401_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159605_g;PAC002401_s group,5,0.0086
PAC000661_g PAC002422_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002422_s,5,0.0086
Frisingicoccus PAC002470_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC002470_s,5,0.0086
Alistipes finegoldii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes finegoldii,4,0.0069
Anaerotruncus colihominis,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;Anaerotruncus colihominis,4,0.0069
Bacteroides finegoldii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii,4,0.0069
Bacteroides intestinalis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides intestinalis,4,0.0069
Bacteroides stercorirosoris,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercorirosoris,4,0.0069
Clostridium indolis group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g34;Clostridium indolis group,4,0.0069
Clostridium_g24 DS990270_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;DS990270_s,4,0.0069
Clostridium_g24 EU009769_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;EU009769_s,4,0.0069
Oscillibacter EU454374_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EU454374_s,4,0.0069
Phocea EU457191_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Phocea;EU457191_s,4,0.0069
FMWZ_g EU475527_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;FMWZ_g;EU475527_s,4,0.0069
Pseudoflavonifractor EU542517_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;EU542517_s,4,0.0069
Oscillibacter FJ881219_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;FJ881219_s,4,0.0069
PAC001219_g HM124151_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001219_g;HM124151_s,4,0.0069
PAC001091_g HM124223_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001091_g;HM124223_s,4,0.0069
Pseudoflavonifractor JQ084175_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;JQ084175_s,4,0.0069
KE159600_g KE159600_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;KE159600_s,4,0.0069
Eisenbergiella KE992700_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;KE992700_s,4,0.0069
Bacteroides LT707007_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;LT707007_s,4,0.0069
PAC001103_g PAC001103_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001103_g;PAC001103_s,4,0.0069
PAC001108_g PAC001108_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001108_g;PAC001108_s,4,0.0069
KE159600_g PAC001232_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;PAC001232_s,4,0.0069
PAC001308_g PAC001308_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001308_g;PAC001308_s,4,0.0069
PAC001323_g PAC001323_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC001323_g;PAC001323_s,4,0.0069
PAC001360_g PAC001443_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;PAC001443_s,4,0.0069
Anaerotignum PAC001464_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;PAC001464_s,4,0.0069
KE159571_g PAC001555_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001555_s,4,0.0069
Oscillibacter PAC001706_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001706_s,4,0.0069
Sporosarcina PAC001707_s,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;PAC001707_s,4,0.0069
PAC000661_g PAC001716_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001716_s,4,0.0069
Eubacterium_g6 PAC001759_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC001759_s,4,0.0069
KE159571_g PAC001933_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001933_s,4,0.0069
Eubacterium_g6 PAC002177_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC002177_s,4,0.0069
PAC001266_g PAC002419_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC002419_s,4,0.0069
PAC002454_g PAC002454_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002454_g;PAC002454_s,4,0.0069
Bilophila PAC002477_s,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;PAC002477_s,4,0.0069
Sporosarcina koreensis group,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina koreensis group,4,0.0069
Acetatifactor muris,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;Acetatifactor muris,3,0.0052
Bacteroides oleiciplenus,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides oleiciplenus,3,0.0052
