Taxon name,Taxonomy,Count,Proportion(%)
PAC000661_g JQ084476_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;JQ084476_s,13,0.0214
Acholeplasma_g2 PAC001080_s,Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma_g2;PAC001080_s,13,0.0214
PAC001362_g PAC001647_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001362_g;PAC001647_s,13,0.0214
Oscillibacter PAC002372_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC002372_s,13,0.0214
KE159571_g PAC002468_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002468_s,13,0.0214
Corynebacterium casei,Bacteria;Actinobacteria;Actinobacteria_c;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium casei,12,0.0198
Eubacterium_g23 EU509480_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium_g23;EU509480_s,12,0.0198
PAC000197_g PAC000197_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC000197_s,12,0.0198
PAC000664_g PAC001104_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001104_s,12,0.0198
PAC000197_g PAC001123_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC001123_s,12,0.0198
PAC001141_g PAC001141_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001141_g;PAC001141_s,12,0.0198
PAC001225_g PAC001225_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001225_g;PAC001225_s,12,0.0198
PAC001236_g PAC001767_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001236_g;PAC001767_s,12,0.0198
Pseudoflavonifractor PAC002132_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC002132_s,12,0.0198
PAC001516_g PAC002466_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001516_g;PAC002466_s,12,0.0198
Bacteroides finegoldii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii,11,0.0181
PAC000661_g EU381507_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EU381507_s,11,0.0181
AB185775_g EU622732_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;AB185775_g;EU622732_s,11,0.0181
Lactobacillus FN667084_s,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;FN667084_s,11,0.0181
KE159600_g KE159600_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;KE159600_s,11,0.0181
Frisingicoccus PAC000688_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC000688_s,11,0.0181
PAC001266_g PAC001357_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC001357_s,11,0.0181
Agathobaculum PAC001476_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Agathobaculum;PAC001476_s,11,0.0181
Pseudoflavonifractor PAC001543_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001543_s,11,0.0181
PAC000661_g PAC001624_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001624_s,11,0.0181
Enterorhabdus PAC001730_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;PAC001730_s,11,0.0181
PAC001778_g PAC001778_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001778_g;PAC001778_s,11,0.0181
PAC002390_g PAC002390_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacterium_f;PAC002390_g;PAC002390_s,11,0.0181
Pseudoflavonifractor PAC002490_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC002490_s,11,0.0181
PAC000664_g EU504374_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;EU504374_s,10,0.0165
KE159538_g KE159538_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;KE159538_s,10,0.0165
PAC001092_g PAC001742_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001742_s,10,0.0165
PAC001199_g PAC002391_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001199_g;PAC002391_s,10,0.0165
PAC001199_g DQ777929_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001199_g;DQ777929_s,9,0.0148
PAC000664_g FJ879557_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;FJ879557_s,9,0.0148
PAC000661_g JQ084169_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;JQ084169_s,9,0.0148
KE159538_g PAC001094_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC001094_s,9,0.0148
PAC001092_g PAC001382_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001382_s,9,0.0148
PAC000692_g PAC001387_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC001387_s,9,0.0148
PAC001362_g PAC001392_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001362_g;PAC001392_s,9,0.0148
PAC000671_g PAC001473_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000671_g;PAC001473_s,9,0.0148
PAC000661_g PAC001716_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001716_s,9,0.0148
PAC000197_g PAC001787_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC001787_s,9,0.0148
PAC001043_g PAC002338_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC002338_s,9,0.0148
PAC001118_g PAC002344_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001118_g;PAC002344_s,9,0.0148
PAC000664_g EU510350_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;EU510350_s,8,0.0132
Facklamia tabacinasalis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;Facklamia tabacinasalis,8,0.0132
PAC001108_g PAC001193_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001108_g;PAC001193_s,8,0.0132
PAC001323_g PAC001323_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC001323_g;PAC001323_s,8,0.0132
Caproiciproducens PAC001505_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;PAC001505_s,8,0.0132
PAC001681_g PAC001681_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001681_g;PAC001681_s,8,0.0132
LLKB_g PAC001902_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001902_s,8,0.0132
PAC000661_g PAC002422_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002422_s,8,0.0132
PAC000664_g PAC002486_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC002486_s,8,0.0132
Clostridium_g21 PAC002492_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC002492_s,8,0.0132
Phocea EU457191_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Phocea;EU457191_s,7,0.0115
FMWZ_g EU471770_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;FMWZ_g;EU471770_s,7,0.0115
GU324393_g GU324393_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;GU324393_g;GU324393_s,7,0.0115
Desulfovibrio PAC001079_s,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;PAC001079_s,7,0.0115
PAC001043_g PAC001570_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001570_s,7,0.0115
KE159571_g PAC001604_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001604_s,7,0.0115
PAC001063_g PAC001664_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001063_g;PAC001664_s,7,0.0115
Atopostipes PAC001712_s,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes;PAC001712_s,7,0.0115
PAC001270_g PAC001899_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001270_g;PAC001899_s group,7,0.0115
Bacteroides DQ799557_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;DQ799557_s,6,0.0099
Anaerotignum EF096613_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;EF096613_s,6,0.0099
Clostridium_g21 EU455375_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;EU455375_s,6,0.0099
LLKB_g EU510160_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;EU510160_s,6,0.0099
Sporobacter EU772049_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;EU772049_s,6,0.0099
AB730688_g EU844704_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;AB730688_g;EU844704_s,6,0.0099
Oscillibacter GU302582_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;GU302582_s,6,0.0099
KE159810_g KE159810_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159810_g;KE159810_s,6,0.0099
Frisingicoccus PAC000700_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC000700_s,6,0.0099
PAC000661_g PAC001086_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001086_s,6,0.0099
Sporobacter PAC001096_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;PAC001096_s,6,0.0099
Phocea PAC001158_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Phocea;PAC001158_s,6,0.0099
PAC000661_g PAC001248_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001248_s,6,0.0099
PAC001103_g PAC001361_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001103_g;PAC001361_s,6,0.0099
Pseudoflavonifractor PAC001548_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001548_s,6,0.0099
Pseudoflavonifractor PAC001574_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001574_s group,6,0.0099
PAC000661_g PAC002438_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002438_s,6,0.0099
KE159571_g PAC002495_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002495_s,6,0.0099
Clostridium_g21 PAC002512_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC002512_s group,6,0.0099
PAC001108_g PAC002553_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001108_g;PAC002553_s,6,0.0099
Alistipes obesi,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes obesi,5,0.0082
PAC000661_g DQ394637_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;DQ394637_s,5,0.0082
Clostridium_g21 EU506235_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;EU506235_s,5,0.0082
Gemella palaticanis,Bacteria;Firmicutes;Bacilli;Bacillales;Gemella_f;Gemella;Gemella palaticanis,5,0.0082
PAC000661_g HM630249_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;HM630249_s,5,0.0082
KE159571_g KE159571_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;KE159571_s,5,0.0082
Pseudoflavonifractor LT827109_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;LT827109_s,5,0.0082
Bacteroides PAC001133_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;PAC001133_s,5,0.0082
PAC000661_g PAC001154_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001154_s,5,0.0082
PAC001141_g PAC001218_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001141_g;PAC001218_s,5,0.0082
PAC001360_g PAC001371_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;PAC001371_s,5,0.0082
Acetatifactor PAC001373_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC001373_s,5,0.0082
Frisingicoccus PAC001399_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC001399_s,5,0.0082
Oscillibacter PAC001502_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001502_s,5,0.0082
PAC001149_g PAC001511_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001149_g;PAC001511_s,5,0.0082
Oscillibacter PAC001584_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001584_s group,5,0.0082
Anaerofustis PAC001779_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis;PAC001779_s,5,0.0082
LLKB_g PAC002469_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC002469_s,5,0.0082
Parvibacter caecicola,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Parvibacter;Parvibacter caecicola,5,0.0082
PAC000661_g AF371816_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AF371816_s,4,0.0066
Alistipes finegoldii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes finegoldii,4,0.0066
Clostridium indolis group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g34;Clostridium indolis group,4,0.0066
KE159600_g EF098562_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;EF098562_s,4,0.0066
PAC000661_g EF445180_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EF445180_s,4,0.0066
Acetatifactor FJ881208_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;FJ881208_s,4,0.0066
PAC001440_g HM124244_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001440_g;HM124244_s,4,0.0066
Lactobacillus secaliphilus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus secaliphilus,4,0.0066
Muribaculum PAC001077_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;PAC001077_s,4,0.0066
Oscillibacter PAC001156_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001156_s,4,0.0066
PAC001200_g PAC001200_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001200_g;PAC001200_s,4,0.0066
PAC001360_g PAC001360_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;PAC001360_s,4,0.0066
PAC001219_g PAC001439_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001219_g;PAC001439_s,4,0.0066
PAC000664_g PAC001488_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001488_s group,4,0.0066
PAC001525_g PAC001525_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001525_g;PAC001525_s,4,0.0066
PAC000664_g PAC001535_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001535_s group,4,0.0066
Anaerotruncus PAC001590_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;PAC001590_s,4,0.0066
PAC001573_g PAC001808_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001573_g;PAC001808_s,4,0.0066
Anaerotruncus PAC001925_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;PAC001925_s,4,0.0066
PAC001573_g PAC002010_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001573_g;PAC002010_s,4,0.0066
Lachnospira PAC002369_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;PAC002369_s,4,0.0066
Parasutterella PAC002476_s,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;PAC002476_s,4,0.0066
Proteus mirabilis,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus mirabilis,4,0.0066
Staphylococcus sciuri group,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus sciuri group,4,0.0066
PAC000661_g AB185678_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AB185678_s,3,0.0049
Pseudoflavonifractor ADDX_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;ADDX_s,3,0.0049
Acetatifactor muris,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;Acetatifactor muris,3,0.0049
Bacteroides dorei,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei,3,0.0049
Bacteroides thetaiotaomicron,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,3,0.0049
Corynebacterium stationis,Bacteria;Actinobacteria;Actinobacteria_c;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium stationis,3,0.0049
Oscillibacter EF098020_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EF098020_s,3,0.0049
PAC000198_g EU455014_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000198_g;EU455014_s,3,0.0049
Pseudoflavonifractor EU460161_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;EU460161_s,3,0.0049
PAC001063_g EU510197_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001063_g;EU510197_s,3,0.0049
Pseudoflavonifractor EU622686_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;EU622686_s,3,0.0049
Oscillibacter FJ678358_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;FJ678358_s,3,0.0049
PAC000692_g HM124219_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;HM124219_s,3,0.0049
PAC001108_g JQ084612_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001108_g;JQ084612_s,3,0.0049
PAC001109_g PAC001203_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001109_g;PAC001203_s,3,0.0049
PAC000197_g PAC001407_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC001407_s,3,0.0049
PAC000197_g PAC001409_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC001409_s,3,0.0049
PAC000748_g PAC001412_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000748_g;PAC001412_s,3,0.0049
Acutalibacter PAC001519_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;PAC001519_s,3,0.0049
PAC001091_g PAC001558_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001091_g;PAC001558_s,3,0.0049
PAC000692_g PAC001566_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC001566_s,3,0.0049
Acutalibacter PAC001594_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;PAC001594_s,3,0.0049
Atopostipes PAC001675_s,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes;PAC001675_s,3,0.0049
Oscillibacter PAC001706_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001706_s,3,0.0049
Frisingicoccus PAC001728_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC001728_s group,3,0.0049
PAC001402_g PAC001748_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001748_s,3,0.0049
AB606281_g AB606281_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;AB606281_g;AB606281_s,2,0.0033
PAC000661_g AB606366_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AB606366_s,2,0.0033
Bacillus subtilis group,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group,2,0.0033
Clostridium populeti,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g31;Clostridium populeti,2,0.0033
Moheibacter DQ346484_s,Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Moheibacter;DQ346484_s,2,0.0033
PAC001043_g EF096591_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;EF096591_s,2,0.0033
PAC000661_g EF445202_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EF445202_s,2,0.0033
PAC001219_g EU509975_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001219_g;EU509975_s,2,0.0033
KE159600_g EU511112_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;EU511112_s,2,0.0033
EU778577_g EU778577_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;EU778577_g;EU778577_s,2,0.0033
PAC000664_g FJ880975_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;FJ880975_s,2,0.0033
PAC001360_g HM844308_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;HM844308_s,2,0.0033
PAC000661_g PAC001153_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001153_s,2,0.0033
FTRU_g PAC001367_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;FTRU_g;PAC001367_s,2,0.0033
Oscillibacter PAC001369_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001369_s,2,0.0033
PAC001389_g PAC001389_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001389_g;PAC001389_s,2,0.0033
PAC001402_g PAC001402_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001402_s,2,0.0033
PAC001408_g PAC001408_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001408_g;PAC001408_s,2,0.0033
PAC001572_g PAC001572_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001572_g;PAC001572_s,2,0.0033
Eubacterium_g6 PAC001586_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC001586_s,2,0.0033
PAC001092_g PAC001587_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001587_s,2,0.0033
Pseudoflavonifractor PAC001667_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001667_s,2,0.0033
PAC001588_g PAC001669_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001588_g;PAC001669_s,2,0.0033
KE159571_g PAC001705_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001705_s,2,0.0033
Eubacterium_g6 PAC001759_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC001759_s,2,0.0033
PAC000661_g PAC001768_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001768_s,2,0.0033
Paludicola PAC001784_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Paludicola;PAC001784_s,2,0.0033
KE159571_g PAC001933_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC001933_s,2,0.0033
PAC000661_g PAC002159_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002159_s,2,0.0033
PAC002169_g PAC002169_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC002169_g;PAC002169_s,2,0.0033
Syntrophococcus PAC002313_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Syntrophococcus;PAC002313_s,2,0.0033
KE159571_g PAC002348_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002348_s,2,0.0033
Pseudoflavonifractor PAC002473_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC002473_s,2,0.0033
PAC000720_g PAC002507_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000720_g;PAC002507_s,2,0.0033
