Taxon name,Taxonomy,Count,Proportion(%)
Clostridium_g21 KE159781_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;KE159781_s,15,0.0252
Clostridium_g24 PAC000183_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;PAC000183_s,15,0.0252
PAC001108_g PAC001108_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001108_g;PAC001108_s,15,0.0252
PAC001112_g PAC001359_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001112_g;PAC001359_s,15,0.0252
LLKB_g PAC001383_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001383_s,15,0.0252
PAC001385_g PAC001727_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001385_g;PAC001727_s group,15,0.0252
PAC000661_g PAC002438_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002438_s,15,0.0252
PAC000664_g PAC002486_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC002486_s,15,0.0252
PAC000661_g DQ394662_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;DQ394662_s,14,0.0235
Eubacterium_g23 PAC001121_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium_g23;PAC001121_s group,14,0.0235
PAC001141_g PAC001141_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001141_g;PAC001141_s,14,0.0235
PAC000661_g PAC001154_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001154_s,14,0.0235
PAC001402_g PAC001561_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001561_s,14,0.0235
PAC001266_g PAC002299_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC002299_s,14,0.0235
Bacteroides stercorirosoris,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercorirosoris,13,0.0218
Clostridium_g21 EU506235_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;EU506235_s,13,0.0218
PAC001063_g EU510197_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001063_g;EU510197_s,13,0.0218
Lactobacillus FN667084_s,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;FN667084_s,13,0.0218
Acholeplasma_g2 PAC001080_s,Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma_g2;PAC001080_s,13,0.0218
PAC000661_g PAC001202_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001202_s,13,0.0218
PAC001266_g PAC001266_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC001266_s,13,0.0218
Clostridium_g24 PAC001376_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;PAC001376_s,13,0.0218
Caproiciproducens PAC001505_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;PAC001505_s,13,0.0218
PAC001092_g PAC001517_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001517_s,13,0.0218
PAC001402_g PAC001748_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001748_s,13,0.0218
PAC001762_g PAC001762_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001762_g;PAC001762_s,13,0.0218
PAC001778_g PAC001778_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001778_g;PAC001778_s,13,0.0218
PAC001270_g PAC001899_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001270_g;PAC001899_s group,13,0.0218
KE159538_g FJ881185_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;FJ881185_s,12,0.0202
Pseudoflavonifractor PAC001088_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001088_s,12,0.0202
Oscillibacter PAC001526_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001526_s,12,0.0202
Acutalibacter PAC001594_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;PAC001594_s,12,0.0202
KE159538_g PAC001696_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC001696_s,12,0.0202
Acetatifactor PAC001773_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC001773_s,12,0.0202
Anaerotignum EF096613_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;EF096613_s,11,0.0185
Caproiciproducens EU622658_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;EU622658_s,11,0.0185
PAC000672_g HM123911_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000672_g;HM123911_s,11,0.0185
Acutalibacter PAC001519_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;PAC001519_s,11,0.0185
PAC001572_g PAC001572_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001572_g;PAC001572_s,11,0.0185
PAC001402_g PAC001764_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001764_s,11,0.0185
PAC000661_g PAC001768_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001768_s,11,0.0185
PAC001092_g PAC002030_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC002030_s,11,0.0185
LLKB_g AB626939_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;AB626939_s,10,0.0168
PAC000661_g AY858424_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AY858424_s,10,0.0168
Akkermansia muciniphila,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila,10,0.0168
Bacteroides xylanisolvens group,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens group,10,0.0168
PAC000661_g EF445180_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EF445180_s,10,0.0168
PAC000661_g JQ084169_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;JQ084169_s,10,0.0168
PAC001360_g PAC001371_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;PAC001371_s,10,0.0168
PAC001457_g PAC001495_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001457_g;PAC001495_s group,10,0.0168
PAC000661_g PAC001716_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001716_s,10,0.0168
PAC000661_g PAC001785_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001785_s,10,0.0168
PAC001228_g PAC002027_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001228_g;PAC002027_s,10,0.0168
PAC002153_g PAC002153_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002153_g;PAC002153_s,10,0.0168
PAC001043_g PAC002338_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC002338_s,10,0.0168
PAC000197_g PAC001123_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC001123_s,9,0.0151
Pseudoflavonifractor PAC001131_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001131_s,9,0.0151
Agathobaculum PAC001476_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Agathobaculum;PAC001476_s,9,0.0151
PAC001149_g PAC001511_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001149_g;PAC001511_s,9,0.0151
Pseudoflavonifractor PAC001547_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001547_s,9,0.0151
Oscillibacter PAC001684_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001684_s,9,0.0151
PAC001092_g PAC001742_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001742_s,9,0.0151
LT706945_g PAC001747_s,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;LT706945_g;PAC001747_s,9,0.0151
PAC001138_g PAC001775_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001138_g;PAC001775_s,9,0.0151
PAC001043_g AB506430_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;AB506430_s,8,0.0134
KE159600_g EF098562_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;EF098562_s,8,0.0134
PAC001219_g EU509975_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001219_g;EU509975_s,8,0.0134
LLKB_g EU510160_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;EU510160_s,8,0.0134
PAC000661_g JQ084476_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;JQ084476_s,8,0.0134
KE159797_g KE159797_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159797_g;KE159797_s,8,0.0134
PAC000678_g PAC000678_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000678_g;PAC000678_s,8,0.0134
FTRU_g PAC001367_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;FTRU_g;PAC001367_s,8,0.0134
PAC000692_g PAC001387_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000692_g;PAC001387_s,8,0.0134
PAC000671_g PAC001473_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000671_g;PAC001473_s,8,0.0134
Eubacterium_g6 PAC001586_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC001586_s,8,0.0134
Clostridium_g21 PAC001772_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC001772_s,8,0.0134
PAC000661_g PAC002012_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002012_s,8,0.0134
PAC002042_g PAC002042_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002042_g;PAC002042_s,8,0.0134
Coprobacillus PAC002396_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;PAC002396_s,8,0.0134
Proteus mirabilis,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus mirabilis,8,0.0134
Bacteroides finegoldii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii,7,0.0118
Eubacterium_g17 HQ716480_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g17;HQ716480_s,7,0.0118
Oscillibacter KE159714_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;KE159714_s group,7,0.0118
KE159810_g KE159810_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159810_g;KE159810_s,7,0.0118
Kineothrix PAC001125_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;PAC001125_s,7,0.0118
PAC000748_g PAC001412_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000748_g;PAC001412_s,7,0.0118
Acetatifactor PAC001801_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC001801_s,7,0.0118
PAC002314_g PAC002314_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC002314_g;PAC002314_s,7,0.0118
PAC002390_g PAC002390_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacterium_f;PAC002390_g;PAC002390_s,7,0.0118
Eubacterium_g6 PAC002403_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC002403_s,7,0.0118
PAC001109_g AB626901_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001109_g;AB626901_s,6,0.0101
Oscillibacter EF098020_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EF098020_s,6,0.0101
Pseudoflavonifractor EU460161_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;EU460161_s,6,0.0101
Oscillibacter FJ881219_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;FJ881219_s,6,0.0101
KE159538_g KE159538_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;KE159538_s,6,0.0101
Eubacterium_g17 PAC001119_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g17;PAC001119_s,6,0.0101
PAC001108_g PAC001193_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001108_g;PAC001193_s,6,0.0101
PAC001109_g PAC001273_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001109_g;PAC001273_s,6,0.0101
Acetatifactor PAC001373_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC001373_s,6,0.0101
PAC001362_g PAC001392_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001362_g;PAC001392_s,6,0.0101
Acetatifactor PAC001463_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC001463_s,6,0.0101
PAC001043_g PAC001557_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001557_s,6,0.0101
Oscillibacter PAC001584_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001584_s group,6,0.0101
PAC001116_g PAC001589_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001116_g;PAC001589_s,6,0.0101
Anaerotignum PAC001740_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;PAC001740_s,6,0.0101
PAC000661_g PAC001983_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001983_s,6,0.0101
PAC001225_g PAC002005_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001225_g;PAC002005_s,6,0.0101
PAC002039_g PAC002039_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002039_g;PAC002039_s,6,0.0101
PAC000661_g PAC002159_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002159_s,6,0.0101
LLKB_g PAC002469_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC002469_s,6,0.0101
PAC000661_g AB606366_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AB606366_s,5,0.0084
Frisingicoccus EF409953_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;EF409953_s,5,0.0084
PAC001138_g EU472145_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001138_g;EU472145_s,5,0.0084
PAC001225_g EU504346_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001225_g;EU504346_s,5,0.0084
Oscillibacter FJ678358_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;FJ678358_s,5,0.0084
PAC001166_g GQ451310_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001166_g;GQ451310_s,5,0.0084
HM124077_g HM124077_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;HM124077_g;HM124077_s,5,0.0084
KE159538_g PAC001094_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159538_g;PAC001094_s,5,0.0084
Eubacterium_g8 PAC001244_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Eubacterium_g8;PAC001244_s,5,0.0084
PAC001266_g PAC001357_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC001357_s,5,0.0084
PAC001402_g PAC001402_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001402_s,5,0.0084
Oscillibacter PAC001502_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001502_s,5,0.0084
Paludicola PAC001507_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Paludicola;PAC001507_s,5,0.0084
PAC001043_g PAC001570_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001043_g;PAC001570_s,5,0.0084
PAC001362_g PAC001647_s,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PAC001362_g;PAC001647_s,5,0.0084
LLKB_g PAC001694_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001694_s,5,0.0084
Pseudoflavonifractor PAC001761_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001761_s,5,0.0084
PAC001092_g PAC001774_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001774_s,5,0.0084
PAC000197_g PAC001787_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC001787_s,5,0.0084
PAC001573_g PAC001808_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001573_g;PAC001808_s,5,0.0084
Lachnospira PAC002369_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;PAC002369_s,5,0.0084
PAC002454_g PAC002454_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002454_g;PAC002454_s,5,0.0084
PAC000720_g PAC002507_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000720_g;PAC002507_s,5,0.0084
Streptococcus danieliae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus danieliae,5,0.0084
AB606281_g AB606281_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;AB606281_g;AB606281_s,4,0.0067
Alistipes obesi,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes obesi,4,0.0067
Clostridium scindens,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;Clostridium scindens,4,0.0067
Eubacterium_g4 DQ394642_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g4;DQ394642_s,4,0.0067
Oscillibacter EU454374_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EU454374_s,4,0.0067
Oscillibacter EU457459_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EU457459_s,4,0.0067
Oscillibacter EU771312_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EU771312_s,4,0.0067
Enterococcus faecalis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis,4,0.0067
Escherichia coli group,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli group,4,0.0067
PAC000661_g FJ671863_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;FJ671863_s,4,0.0067
Oscillibacter GU302582_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;GU302582_s,4,0.0067
PAC001308_g PAC001308_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001308_g;PAC001308_s,4,0.0067
PAC001400_g PAC001400_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;PAC001400_g;PAC001400_s,4,0.0067
PAC000661_g PAC001624_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001624_s,4,0.0067
PAC001092_g PAC001668_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001668_s,4,0.0067
Frisingicoccus PAC001702_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC001702_s,4,0.0067
Enterorhabdus PAC001730_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;PAC001730_s,4,0.0067
Paludicola PAC001784_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Paludicola;PAC001784_s,4,0.0067
LLKB_g PAC001902_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001902_s,4,0.0067
PAC001144_g PAC001913_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001144_g;PAC001913_s,4,0.0067
Pseudoflavonifractor PAC002132_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC002132_s,4,0.0067
PAC000661_g PAC002158_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002158_s,4,0.0067
Eubacterium_g6 PAC002177_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC002177_s,4,0.0067
Syntrophococcus PAC002313_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Syntrophococcus;PAC002313_s,4,0.0067
PAC002375_g PAC002375_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002375_g;PAC002375_s,4,0.0067
KE159571_g PAC002468_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002468_s,4,0.0067
Parvibacter caecicola,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Parvibacter;Parvibacter caecicola,4,0.0067
Clostridium_g24 AF371567_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;AF371567_s,3,0.005
Eubacterium_g20 AF371632_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g20;AF371632_s,3,0.005
Agathobaculum AY858529_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Agathobaculum;AY858529_s,3,0.005
Alistipes finegoldii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes finegoldii,3,0.005
Clostridium_g24 BBZO_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;BBZO_s,3,0.005
PAC000661_g DQ394665_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;DQ394665_s,3,0.005
Clostridium_g21 EU455375_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;EU455375_s,3,0.005
EU456594_g EU456594_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;EU456594_g;EU456594_s,3,0.005
FMWZ_g EU471770_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;FMWZ_g;EU471770_s,3,0.005
PAC000661_g FJ440053_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;FJ440053_s,3,0.005
Acetatifactor FJ881208_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;FJ881208_s,3,0.005
PAC002400_g FJ881296_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC002400_g;FJ881296_s,3,0.005
Gemella palaticanis,Bacteria;Firmicutes;Bacilli;Bacillales;Gemella_f;Gemella;Gemella palaticanis,3,0.005
PAC001165_g HM124236_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001165_g;HM124236_s,3,0.005
PAC001108_g JQ084612_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001108_g;JQ084612_s,3,0.005
Frisingicoccus PAC000688_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC000688_s,3,0.005
Paludicola PAC000694_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Paludicola;PAC000694_s,3,0.005
PAC000661_g PAC001086_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001086_s,3,0.005
PAC001165_g PAC001165_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001165_g;PAC001165_s,3,0.005
KE159600_g PAC001232_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159600_g;PAC001232_s,3,0.005
Oscillibacter PAC001368_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001368_s,3,0.005
PAC001063_g PAC001664_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001063_g;PAC001664_s,3,0.005
KE159797_g PAC001719_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159797_g;PAC001719_s,3,0.005
Coprococcus_g2 PAC001722_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus_g2;PAC001722_s,3,0.005
PAC001092_g PAC001726_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001726_s,3,0.005
PAC000661_g PAC002104_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002104_s,3,0.005
